1972,Mauritania,PCLI,https://drive.google.com/open?id=1S6ObhY6tT3B6X8onCTheljFr67LNuZg5,pg 11. This project is focusing on Mauritania's strengths and weakness for protecting the environment. This will be evaluated through studying its capabilities to figure out priorities and needs.,PCLI,MRT_ADM0_010300_1,The capacity building took place in Mauritania and there was no more granular locations given.
1887,Mauritania,PCLI,https://drive.google.com/open?id=1dSABEsoSKXRk1p0qB_nZ8cVTqic4VYbQ,pg 14. The goal of this project is to improve Mauritania's ability to deal with climate change through capacity building.,PCLI,MRT_ADM0_010300_1,Geoboundaries was used.
1761,Guinea,PCLI,https://drive.google.com/open?id=1Ekn5WC8qCXmIYjcC-eYYuImlzKCMQ2t4,"The purpose of this project is to establish and mantain capacity building for Guinea's fight against climate change in the form of workshops, studies, and other capacity-building activies.",PCLI,GIN_ADM0_010300_1,Geoboundaries was used.
4429,Mali,PCLI,https://www.thegef.org/project/gef-national-portfolio-formulation-document-3,No project documents were available so this was taken from the project summary.,PCLI,MLI_ADM0_010300_1,Geoboundaries was used.
4439,Nigeria,PCLI,https://www.thegef.org/project/gef-national-portfolio-formulation-document-9,There were no project documents available so the location was taken from the GEF's information page on the project.,PCLI,NGA_ADM0_010300_1,Geoboundaries was used.
4472,Mauritania,PCLI,https://www.thegef.org/project/gef-national-portfolio-formulation-document-11,There were no project documents so it was coded from the infomation page. It was to help the country follow GEF's programming.,PCLI,MRT_ADM0_010300_1,Geoboundaries was used.
311,Mali,PCLI,https://drive.google.com/open?id=1SVI9hRcLClECREJbinpvCnKBAooV9ccX,pg 13. This is a capacity-building project. This will help Mali eventually implement policy by providing it a framework.,PCLI,MLI_ADM0_010300_1,Geoboundaries was used.
8,Guinea,PCLI,https://drive.google.com/open?id=1sbc6NOcaGQ2wThna8Jc9szRhMaHhLqbt,"This is a capacity-building project. The goal of this project is to test institutions, regulations, financial mechanisms, and delivery mechanisms for improving Guinea's electrical system.",PCLI,GIN_ADM0_010300_1,Geoboundaries was used.
2213,Guinea-Bissau,PCLI,https://drive.google.com/open?id=1Nu_MV4wScFN33ZLJq5u0lQJku0itCEzw,The main objective of the National Capacity Self-Assesment is to assess the national capacities to manage the global environment in Guinea-Bissau.,PCLI,GNB_ADM0_010300_1,Geoboundaries was used.
3854,Uganda,PCLI,https://drive.google.com/open?id=1LB9drlXlgAd5MqApKLPxykYcPmVtSJVI,pg 1. This is a capacity building project focused on creating a national clearing house mechanism for Uganda's environmental needs.,PCLI,UGA_ADM0_010300_1,Geoboundaries was used.
1507,Mali,PCLI,https://drive.google.com/open?id=1Zh_F0h6u4s3akQ6Cs4qGauUXoUIcdt8S,pg 3. This is a capacity-building project. The goal is to evaluate Mali and assess its ability to implement the National Biodiversity Strategy for conservation needs.,PCLI,MLI_ADM0_010300_1,Geoboundaries was used.
275,Guinea-Bissau,PCLI,https://drive.google.com/open?id=1rTnaApGT-PHA70bvBI9KltYkMtwjiPB7,Pg 11. The goal of this project is to help Guinea-Bissau implement a communication framework.,PCLI,GNB_ADM0_010300_1,Geoboundaries was used.
265,Nigeria,PCLI,https://www.thegef.org/sites/default/files/project_documents/Project%2520proposal%2520document%2520%2528Revised%2529%2520-%2520%2520EA%2520preparation%2520related%2520to%2520UNFCCC_0.pdf,pg 6. This is a capacity-building project. This project will help enable Nigeria to fulfill UNFCCC through establishment of policy and analysis of climate change.,PCLI,NGA_ADM0_010300_1,Geoboundaries was used.
1984,Nigeria,PCLI,https://drive.google.com/open?id=1zE1smZHeZL_nPSitBy9PQvxh7H0aCFZ6,This is a capacity-building project. The goal of this project is to help Nigeria meet the NCSA's objectives.,PCLI,NGA_ADM0_010300_1,Geoboundaries was used.
942,Adamawa,ADM1,https://drive.google.com/open?id=14bifNaZ1cqrEKglFYppUALNv9VLGyue6,pg 15. The goal of this project is to enchance the 9 participating states capability to make/follow environmental regulations.,ADM1,NGA_ADM1_1_3_3_1,Geoboundaries was used.
942,Bauchi,ADM1,https://drive.google.com/open?id=14bifNaZ1cqrEKglFYppUALNv9VLGyue6,pg 15. The goal of this project is to enchance the 9 participating states capability to make/follow environmental regulations.,ADM1,NGA_ADM1_1_3_3_4,Geoboundaries was used.
942,Bayelsa,ADM1,https://drive.google.com/open?id=14bifNaZ1cqrEKglFYppUALNv9VLGyue6,pg 15. The goal of this project is to enchance the 9 participating states capability to make/follow environmental regulations.,ADM1,NGA_ADM1_1_3_3_5,Geoboundaries was used.
942,Benue,ADM1,https://drive.google.com/open?id=14bifNaZ1cqrEKglFYppUALNv9VLGyue6,pg 15. The goal of this project is to enchance the 9 participating states capability to make/follow environmental regulations.,ADM1,NGA_ADM1_1_3_3_6,Geoboundaries was used.
